,Price,Returns,Lagged_Returns
volume_obv,0.9138725311552655,0.03244098510557638,0.024162114286837285
volume_vpt,0.933724275026777,0.028945094020834693,0.01732901278213438
volume_vwap,0.9985818065099898,0.00848939758882249,0.0062169444034089645
volatility_bbm,0.9975798819803611,0.007176430472502662,0.006107773135227491
volatility_bbh,0.9973113884838579,0.008696142578433628,0.007447448432339187
volatility_bbl,0.9957297203294599,0.005412087251525486,0.004552813099113062
volatility_kcc,0.9987964156063238,0.007942144402421077,0.006428620928798249
volatility_kch,0.9986555407953029,0.008058748467738764,0.006448303259749061
volatility_kcl,0.9987980849768667,0.007816695694497128,0.006406686601092884
volatility_dcl,0.9963133426364551,0.007297667395370866,0.004764466022988634
volatility_dch,0.9975926507033454,0.010423793543102463,0.007110800290933296
volatility_dcm,0.9977702076719016,0.008990022384229262,0.0060342170762284755
volatility_atr,0.9464088467480626,0.011932033935563227,0.007351556969643631
trend_sma_fast,0.9986205637902567,0.007900452546094231,0.006234124230856793
trend_sma_slow,0.9967636208300282,0.006579874568215288,0.005778342973292158
trend_ema_fast,0.9989923730215673,0.009196667462048903,0.006115167773067933
trend_ema_slow,0.9975929083301205,0.00741272936742197,0.0059213467051293794
trend_ichimoku_conv,0.9990396325214496,0.010537117288369452,0.0067758488095192105
trend_ichimoku_base,0.9970496926465422,0.008637436980080352,0.0059481368735779
trend_ichimoku_a,0.9984272613063332,0.009597944698793142,0.006367473033711164
trend_ichimoku_b,0.9938837803676072,0.007634318485603757,0.005686047514067898
trend_visual_ichimoku_a,0.9845097897782221,0.0035029773210794504,0.0034807081243860556
trend_visual_ichimoku_b,0.980463858733061,0.004551533754755847,0.004468493157328282
trend_psar_up,0.9966180298157614,0.004485646271629615,0.007254716958991846
trend_psar_down,0.9952022103286375,0.0023471688030561114,0.005050075177331291
momentum_kama,0.998544086225561,0.009015031197252455,0.005988559217350905
others_cr,0.9999999999999993,0.026207677925141087,0.005791105072010382
