Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2015-06-16,1042.0517578125,1045.0800335742294,1034.771479456193,1037.0738035554339,1267396
2015-06-17,1042.7979736328125,1049.1655429822983,1037.8200217509882,1045.7847245065689,1975720
2015-06-18,1049.5389404296875,1056.2799168739605,1040.3919336761205,1043.2957389136536,2165046
2015-06-19,1057.6285400390625,1059.8893404904377,1048.3156383006667,1051.5927507410017,1999610
2015-06-22,1075.030517578125,1078.5565678962473,1056.5706070891315,1056.5706070891315,1102002
2015-06-23,1068.02001953125,1081.875283650127,1064.9502206137518,1078.5566478107094,898318
2015-06-24,1066.236083984375,1073.537021048028,1061.4863073562033,1070.2599091237998,1170246
2015-06-25,1057.815185546875,1067.3562636910233,1055.3883925516934,1062.7931393612132,1930992
2015-06-26,1075.56982421875,1077.042489029814,1057.8980490394247,1057.8980490394247,1290102
2015-06-29,1075.6109619140625,1080.2156081275884,1055.076909455416,1066.941069164423,1372756
2015-06-30,1058.209228515625,1073.8898029188535,1053.666866021782,1072.3341923883097,1549952
2015-07-01,1075.6939697265625,1081.8748861960705,1060.6148831602006,1063.5808723413577,1279708
2015-07-02,1069.3262939453125,1079.7799726939204,1066.5469577194428,1078.556246438876,1445880
2015-07-03,1080.173828125,1082.7043270244997,1066.111157261672,1067.3764067114219,963470
2015-07-06,1092.3699951171875,1097.2234775793095,1070.3840426363922,1070.3840426363922,1182338
2015-07-07,1085.2969970703125,1098.0114727412806,1079.800509650845,1092.1416795171965,1642836
2015-07-08,1076.523681640625,1087.5580815327924,1070.467132648386,1077.7058845165557,2667850
2015-07-09,1046.406982421875,1077.830304094207,1039.8318970464265,1076.482108774932,3934122
2015-07-10,1026.433349609375,1061.5486240764374,1018.4063587759491,1061.5486240764374,8263654
2015-07-13,1041.03515625,1044.7893826302457,1026.8686712667964,1026.8686712667964,2280308
2015-07-14,1036.8658447265625,1043.2956989347088,1032.9249663409244,1041.6363817197034,1703274
2015-07-15,1056.0517578125,1057.7940207282559,1037.0733161273693,1037.4881454538202,2003660
2015-07-16,1053.749267578125,1061.485894054741,1048.107650399663,1055.201169990304,1456608
2015-07-17,1063.788330078125,1066.1529383621378,1055.0354916788701,1056.48739438401,1070526
2015-07-20,1072.2071533203125,1074.1818287642034,1060.8787520895708,1065.9090185549344,853786
2015-07-21,1064.827880859375,1081.0202973171554,1062.2089193808958,1070.8974489238615,1274500
2015-07-22,1050.9637451171875,1067.9875038303148,1048.053697422827,1064.6617350367599,1320628
2015-07-23,1034.5634765625,1055.037738887206,1032.2353980151288,1046.5777746689837,1496780
2015-07-24,1041.443603515625,1046.1620782832708,1036.01852471846,1038.2633779107764,1574972
2015-07-27,1038.075927734375,1041.380888699038,1031.4659043106851,1034.3136331669489,2003738
2015-07-28,1040.154541015625,1047.2009902621844,1036.0388430393732,1039.0944323780586,1891188
2015-07-29,1042.1085205078125,1045.5590247880239,1032.4430081504547,1043.8753345946413,2413318
2015-07-30,1031.2581787109375,1046.286552601339,1027.9948300086387,1045.9747618753272,2770574
2015-07-31,1043.771484375,1047.2011825711938,1033.8981107798966,1035.1036610632295,1963776
2015-08-03,1043.29345703125,1049.6955198017924,1039.6766031536533,1040.7159056485066,1179324
2015-08-04,1043.0018310546875,1048.8635346881326,1033.4818657291707,1043.6254122286996,2342692
2015-08-05,1058.90380859375,1060.0886541579196,1043.8755335649162,1047.6170229325323,988994
2015-08-06,1069.774658203125,1073.8071308074002,1060.1299532078704,1066.3241542860942,2211366
2015-08-07,1060.9407958984375,1069.6501305294448,1058.8413845544096,1069.6501305294448,1188506
2015-08-10,1069.275634765625,1076.3012765058345,1062.8319616154356,1069.234022083046,1431182
2015-08-11,1082.6204833984375,1085.0316852200233,1056.8042731639641,1071.7286147498926,2200306
2015-08-12,1110.681640625,1118.8713230323426,1081.7059107399489,1082.1632443822075,3479784
2015-08-13,1095.6744384765625,1115.795296671236,1062.5830023441426,1109.9752019792102,1406426
2015-08-14,1123.7769775390625,1130.4909325297601,1096.2978805646187,1096.671988863748,2293964
2015-08-17,1116.1070556640625,1121.1165144658753,1103.7393547958231,1118.3312038129154,773644
2015-08-18,1139.4498291015625,1143.191318695234,1118.2896674417814,1125.315312858804,1916926
2015-08-19,1136.4149169921875,1144.4175458956822,1131.5509003072866,1143.2327004992308,1690070
2015-08-20,1116.9798583984375,1141.1539906816129,1110.8063617855264,1141.1539906816129,2349298
2015-08-21,1112.5316162109375,1134.8766180058544,1103.7807711221033,1127.4352533546928,3536080
2015-08-24,1071.9991455078125,1099.5822803595859,1068.0290903035518,1097.087953825689,4692344
2015-08-25,1067.2178955078125,1090.0202280617698,1054.0603692794116,1075.8441044064707,3925800
2015-08-26,1071.2093505859375,1097.0879892097755,1044.2706028521206,1063.4353862701082,3216158
2015-08-27,1070.3358154296875,1087.0685822931853,1058.34232790365,1087.0685822931853,5264798
2015-08-28,1068.7564697265625,1084.6161867075293,1063.2896771874562,1084.6161867075293,2744152
2015-08-31,1065.9295654296875,1076.7175062455076,1052.2107709485672,1076.7175062455076,3692044
2015-09-01,1054.850341796875,1085.5305694815481,1051.7740472367002,1062.5827923861682,2987602
2015-09-02,1077.4659423828125,1089.3763110248462,1059.257338324661,1064.121254783393,3765950
2015-09-03,1083.2027587890625,1087.1104958820479,1071.001305933509,1079.2534089952271,2265074
2015-09-04,1059.0284423828125,1087.0688035665476,1055.5779377799224,1085.6137800648553,2426396
2015-09-07,1055.8275146484375,1064.2250593838723,1052.8966610083748,1061.335818445698,1759184
2015-09-08,1056.0557861328125,1065.9499635103155,1049.071654954907,1058.009653996528,1787746
2015-09-09,1059.984619140625,1070.0658533848293,1057.594223391999,1065.4721160385932,2045076
2015-09-10,1058.1761474609375,1071.9365525690782,1050.5269219864497,1056.762736719254,2665818
2015-09-11,1060.920166015625,1067.7379509361467,1056.1809864360432,1058.6337001405914,1592672
