Date,index,Close,High,Low,Open,Volume,SMA_20,EMA_20,MACD,MACD_Signal,PSAR,CCI_20,RSI_14,Stoch_K,Stoch_D,WilliamsR_14,ROC_12,BB_Upper,BB_Middle,BB_Lower,ATR_14,KC_Upper,KC_Lower,OBV,AD_Line,CMF_20,VWAP
2015-07-31,0.0,0.044028834960600116,0.040025310709135786,0.04747138039146159,0.0394304355960266,0.022298619982655508,0.036770397919424824,0.032839253486622144,0.5072856924080272,0.4986811522835835,0.04469069784381896,0.3860568264793903,0.4444378286517132,0.29465631089607347,0.24704119587365467,0.2946563108960736,0.47330801285455826,0.03156122458172306,0.036770397919424824,0.04620750448286115,0.023251990891254543,0.03435641450233795,0.03979080436939991,0.272103053673587,0.8088425530710215,0.29849739884520465,0.036683857740740455
2015-08-03,0.00041084634346754204,0.04389082705058239,0.04074141231456446,0.0491492547546431,0.041044281892009093,0.013391190091143403,0.03604386801721138,0.0326842846926052,0.508109267724946,0.4972034335791947,0.04476012842491156,0.41120809942704717,0.44165485775381685,0.285461479312153,0.2158188142302106,0.28546147931215304,0.4773268721327022,0.029424337770063425,0.03604386801721138,0.04697078173890529,0.017731654046573064,0.03349014465639544,0.03940730916254431,0.2689234590548345,0.80691020500363,0.26975321120961526,0.03683361987135164
2015-08-04,0.0008216926869350858,0.04380681018992921,0.04050276115498658,0.047350742499608356,0.04188111264791716,0.026601200261336933,0.03541774284270549,0.03253577051334916,0.5088687719325808,0.49619419694338807,0.04506134725404315,0.4014861569223095,0.43984285020251723,0.279863822744376,0.2858493550188232,0.27986382274437616,0.45467232780915656,0.027489935587065972,0.03541774284270549,0.047724553831944294,0.016851424122034914,0.03277749985970718,0.03876223224161157,0.26260728904846253,0.8101941941580617,0.3048248438853768,0.03660224918777871
2015-08-05,0.0012325390304026278,0.048398508247046224,0.04372502615112156,0.050368419677316645,0.04302868042230057,0.011229998416889911,0.03515689685688572,0.03285524897803588,0.5143969958759546,0.49664557854651925,0.04535654170659209,0.5306518376353917,0.54378459548904,0.5857875217119256,0.3848090606620607,0.5857875217119257,0.47147487962160445,0.026392647611754638,0.03515689685688572,0.04833987520000377,0.017383423657356456,0.032415373788248936,0.03841767820192332,0.2652737318583931,0.8151714039488596,0.3414722064430743,0.03654577627928113
2015-08-06,0.0016433853738701716,0.05153774664390132,0.0476634341420768,0.05508817779000463,0.0484080889658029,0.025109997309553118,0.03550283616901706,0.03345458666409973,0.5220987637687171,0.4987603684648074,0.04564583227009006,0.6451671203442826,0.6036578215049238,0.7949405213997698,0.5579883494614322,0.7949405213997699,0.5116476247952626,0.027331967901241594,0.03550283616901706,0.04805725535231048,0.016149673772576673,0.03225301307202,0.038979596657787774,0.27123583170007554,0.820519694569241,0.4335642800074776,0.03694251489780709
2015-08-07,0.0020542317173377154,0.048986903326394104,0.04647011147589025,0.054714094190675966,0.04936454902982734,0.013495451436979559,0.03601368729917653,0.03374471643912885,0.5255407965638773,0.5012359477302822,0.04592933702231805,0.5845463079667657,0.5418116622050845,0.624989576570347,0.6753015805396403,0.6249895765703473,0.5230688458284891,0.02744222256211104,0.03601368729917653,0.04896008109053274,0.011860381594938407,0.03218501291974396,0.03987803596005973,0.26803148134177274,0.8162358106107627,0.5737384081174084,0.03694863846911156
2015-08-10,0.0024650780608052574,0.0513937127925177,0.04837951810344332,0.05587280057927968,0.04924489635623691,0.016251030435251716,0.03643176632159617,0.03424510647569612,0.5307248725077737,0.5043968199085621,0.0462071716795015,0.6197106700573166,0.5877340610189556,0.8629274184292173,0.7695054363347094,0.8629274184292173,0.5797474925123286,0.028178905275727695,0.03643176632159617,0.049030564921563324,0.011382752603660728,0.03258635832905765,0.04042231111988198,0.2718901144109339,0.8158713386563622,0.5272118147868234,0.03699327377023831
2015-08-11,0.0028759244042727995,0.05524709450492504,0.05088569573578422,0.054122458616699676,0.049962083891083475,0.024984411327746554,0.037109112962970814,0.03507871276315033,0.5387082734366778,0.5087433298399269,0.04647944964354134,0.640597021035019,0.6533421001284399,0.9681712109886534,0.8283890510527969,0.9681712109886536,0.5938482822486786,0.029601809754127906,0.037109112962970814,0.048907600260219564,0.021126218582347617,0.03339008608391919,0.04071073723135493,0.27782239520671936,0.8266244967849733,0.6038162001685968,0.037568666585296784
2015-08-12,0.003286770747740345,0.06335015015416451,0.060600331562403964,0.061352888938014605,0.052962574472096124,0.039512847207484415,0.03791784044756308,0.03663384282033055,0.553181594011239,0.5155160980088246,0.04705868478746539,0.7875465244987352,0.7596779999730267,0.9193620777749862,0.9284505181385119,0.9193620777749865,0.665475051935211,0.03313516523157617,0.03791784044756308,0.04686407913954099,0.03725009983528338,0.034411788143788535,0.04126465590609757,0.2872042974497172,0.8380954750675933,0.6083882271952992,0.039743021217783
2015-08-13,0.003697617091207887,0.05901659788406688,0.059717267352103365,0.05580035390850435,0.06095998159823662,0.015969926767475648,0.03853848661178272,0.03761253222733668,0.5597341461235504,0.5224263219273115,0.048469474425305026,0.6624489505452729,0.6593459587992686,0.7508934397480386,0.8903685498010706,0.7508934397480387,0.6264489575757627,0.03481593073256578,0.03853848661178272,0.046361644467155017,0.06492688532190125,0.035533566778831294,0.04122077442566152,0.28341240943482593,0.8401160708407758,0.6274667351359013,0.04052627317483026
2015-08-14,0.004108463434675429,0.06713167078419124,0.06393612767675283,0.06558986594557376,0.05713465322906286,0.02604789522322931,0.039426553219077454,0.03930011576227593,0.5728592277640098,0.530943068665898,0.04979561668487431,0.7427447132960954,0.7503098055615034,0.9444729063300736,0.882313153587505,0.9444729063300739,0.6853257340622104,0.038236192293377214,0.039426553219077454,0.044592975007388236,0.07606260439895496,0.03667779029049445,0.04170163021857004,0.2895972030878102,0.8483271236910165,0.6478241976495897,0.04240495094653668
2015-08-17,0.0045193097781429745,0.06491675638190914,0.06124481681686744,0.06775046474093066,0.0633627129923845,0.008784705362455564,0.040076446219474926,0.04060805250419536,0.5803186679659544,0.5394549729263378,0.05172174597530832,0.6857998741643476,0.7037856945925779,0.8681288436198501,0.8648982369355412,0.8681288436198502,0.6945325980585265,0.040380617895912685,0.040076446219474926,0.0436693615426037,0.07470237694006951,0.03738882787682568,0.04230779163555426,0.28751136891566564,0.8502579875407162,0.6394184318367531,0.04332048898583246
