,Price,Returns,Lagged_Returns
SMA_20,0.9918492588134795,-0.04744385199286607,-0.049391457290427494
EMA_20,0.9945248038208678,-0.04616480103898945,-0.05084710380363781
RSI_14,0.06893174749747484,0.3001266665064888,-0.03659464151803732
MACD,0.12268731440905745,0.01934179473238083,-0.03838685744589407
MACD_Signal,0.1243866463010437,-0.0274947414293791,-0.04011108018813385
Stoch_K,0.05882272479953843,0.4240660384356146,-0.01451073088918812
Stoch_D,0.06418616774812998,0.13171260760126918,-0.03173294949775026
BB_Upper,0.989262491659863,-0.046955875723111905,-0.0487619065808641
BB_Middle,0.9918492588134795,-0.04744385199286607,-0.049391457290427494
BB_Lower,0.989889954162061,-0.04444018342191915,-0.04603846504151228
ATR_14,0.8586174404440549,-0.029581821661360325,-0.029057227693706972
OBV,0.919246041890385,-0.0023429491229593645,-0.05554673649981484
CCI_20,0.05324141468782603,0.27063118927173146,-0.014614506909403099
WilliamsR_14,0.05882272479953843,0.4240660384356146,-0.01451073088918812
ROC_12,0.0463878381081859,0.21105618759652953,-0.03742778265764394
AD_Line,-0.819309666748196,0.044696351046482966,0.007371406456092187
CMF_20,-0.059194848965297454,0.123026865798357,-0.01946345944807381
PSAR,0.9856873896997622,-0.05867349691719542,-0.04639947444296331
VWAP,0.9946665964014497,-0.04738801977374173,-0.050765926904014574
KC_Upper,0.991231747989089,-0.04788218846762914,-0.0492237384986936
KC_Lower,0.9917028471930792,-0.0476568548854718,-0.04902623194389765
