,Price,Returns,Lagged_Returns
volume_adi,0.9348842756846595,0.015540824580287353,-0.014221127971998128
volume_obv,0.925850391670053,0.017022327087899237,0.006312127991284994
volume_cmf,0.1731853982223375,0.16501771110097796,0.020115143345887918
volume_fi,0.138954557572569,0.34786050675470515,-0.0032166460100007204
volume_em,0.0025535524351790583,0.43479194146486594,-0.01474721722410226
volume_sma_em,-0.02288934046644567,0.1176995353425357,0.008668320128741984
volume_vpt,0.9548369340471211,0.015270526283259625,0.0014032590131844913
volume_vwap,0.9970327586156557,-0.007170641388349819,-0.010364613483453291
volume_mfi,0.06159574429207145,0.1795061923305382,0.014824106823491116
volume_nvi,-0.7576356261204023,-0.011997706553420315,-0.02507322799386132
volatility_bbm,0.9951438496613082,-0.009422639407872644,-0.01112159755383114
volatility_bbh,0.9927616566664584,-0.010200767941736672,-0.011852194694320044
volatility_bbl,0.9932033498227733,-0.008508647321360903,-0.01025287886757119
volatility_bbw,-0.008401516215121379,-0.01305242624506332,-0.012056905259027249
volatility_bbp,0.08160901053446365,0.4389087807713269,-0.00721294542453713
volatility_bbhi,0.03294134109415084,0.2981726797270379,-0.030516389063260672
volatility_bbli,-0.033225350250692384,-0.2974092897550749,-0.0133623999073582
volatility_kcc,0.9976507646339352,-0.007499151890585861,-0.009847934361569584
volatility_kch,0.9974844545622821,-0.007857433104417989,-0.01008873442347656
volatility_kcl,0.9976314398641027,-0.007122277785752008,-0.00959370096245489
volatility_kcw,-0.17365003552766092,-0.02506916092964407,-0.013265526980854194
volatility_kcp,0.07393693484711272,0.5072863043503807,-0.02007636679791706
volatility_kchi,0.06108459843003872,0.3399395165209841,-0.00758852429555593
volatility_kcli,-0.02726170642737809,-0.31092517473990144,-0.016459005604590442
volatility_dcl,0.9938932049271697,-0.005538949338088909,-0.010247040065871318
volatility_dch,0.9938172039978681,-0.00709802954046226,-0.01147319354360612
volatility_dcm,0.9953905525761477,-0.006374429023768247,-0.01091325275064037
volatility_dcw,-0.04792896735510265,-0.01315779058625077,-0.01176725576858656
volatility_dcp,0.09096946032628753,0.3870746017965252,-0.006637591872348348
volatility_atr,0.8814959930077885,-0.01232775914556599,-0.010521109984184603
volatility_ui,-0.09296979786036075,-0.046795116273573925,-0.013208775059813146
trend_macd,0.20286726337691538,0.07582516300203618,0.01764963790616823
trend_macd_signal,0.21238650175621301,0.03079817876650218,0.018561517157232182
trend_macd_diff,0.005450989698667169,0.16690540249650923,0.00016782752800000735
trend_sma_fast,0.9972932636501398,-0.007372695506067329,-0.010081741803825966
trend_sma_slow,0.9933360919332919,-0.010707438706813722,-0.012011186582267026
trend_ema_fast,0.9980190673831532,-0.005281286659564775,-0.010436569704497392
trend_ema_slow,0.9950626744755106,-0.008916670848632523,-0.011343538746377264
trend_vortex_ind_pos,0.07655584556161948,0.1747764973606479,0.024522872243451538
trend_vortex_ind_neg,-0.08484276155966192,-0.1416256568948956,0.008064496722438893
trend_vortex_ind_diff,0.08756144034201556,0.17215210514419976,0.009266797515637885
trend_trix,0.1440020798478774,0.03087567680749591,0.019707966720709683
trend_mass_index,0.07631094082809058,0.023986297626346537,0.028858052893954197
trend_dpo,-0.07177649536932199,-0.05153756737692572,-0.03893357790077114
trend_kst,0.16827763662300863,0.04386454753313054,0.027497769979947944
trend_kst_sig,0.17615670246893098,0.02378447586415759,0.022036722919782915
trend_kst_diff,-0.038108557117350984,0.0758631434430409,0.019930303762515922
trend_ichimoku_conv,0.9981314908700282,-0.0032769534899266847,-0.009351056643063047
trend_ichimoku_base,0.9936073113914451,-0.007646301401217291,-0.011609545415815851
trend_ichimoku_a,0.9966420901318755,-0.005456123550503788,-0.010483332919959855
trend_ichimoku_b,0.9872176702448473,-0.009234786259449448,-0.012244739997788266
trend_stc,-0.012453989439294719,0.07360620919047373,-0.008519353779546084
trend_adx,0.05055214101855766,-0.012522441678151076,-0.014928884415964117
trend_adx_pos,0.21642819255081655,0.24065052594249225,0.017597914827449358
trend_adx_neg,-0.02673431367441836,-0.20917704116943658,0.004397436044221463
trend_cci,0.07810978951205273,0.34299358057027235,-0.00828848005818776
trend_visual_ichimoku_a,0.968013458224144,-0.015400762630367906,-0.01481899509059748
trend_visual_ichimoku_b,0.9567891762517874,-0.017723989871306856,-0.017315636799794015
trend_aroon_up,0.14746162607200136,0.07633121969688192,0.018141605330013754
trend_aroon_down,-0.03203017660411786,-0.07610710780526761,-0.02873819960010072
trend_aroon_ind,0.10265090088656557,0.08652130906539969,0.02653381793816371
trend_psar_up,0.9915040968226997,-0.016340651456449064,-0.012347058227992208
trend_psar_down,0.9920898383466444,-0.012627769252674725,-0.008973469314044509
trend_psar_up_indicator,0.0111076462733328,0.21352793604283793,6.230794579668039e-05
trend_psar_down_indicator,0.00823237098435778,-0.19442894451934128,0.03008911371868965
momentum_rsi,0.1355542753746438,0.3486782630700575,0.004110679621425982
momentum_stoch_rsi,0.027016910693449952,0.47484639820888325,-0.01044389692363135
momentum_stoch_rsi_k,0.029152884409532905,0.16470119562664598,-0.0114447908253201
momentum_stoch_rsi_d,0.02978045375819362,0.05250333992550918,-0.000743705495857171
momentum_tsi,0.13721428312442902,0.07692252458290813,0.008666902360695108
momentum_uo,0.16262792577848756,0.29318261483589925,-0.015842648027560625
momentum_stoch,0.07724820896085428,0.43979053689639624,-0.015404571555330529
momentum_stoch_signal,0.08217298244187646,0.14809513044062217,-0.008988318799473795
momentum_wr,0.07724820896085427,0.4397905368963962,-0.01540457155533053
momentum_ao,0.16883027686248214,0.052075761566963356,0.02014982934130715
