Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,MACD,MACD_Signal,PSAR,CCI_20,RSI_14,Stoch_K,Stoch_D,WilliamsR_14,ROC_12,BB_Upper,BB_Middle,BB_Lower,ATR_14,KC_Upper,KC_Lower,OBV,AD_Line,CMF_20,VWAP
2015-07-31,0.0430630099136009,0.03914515232222121,0.04643380319009832,0.03856492331736161,0.022298619982655508,0.035952897105944515,0.032105368364826914,0.5118633863439911,0.503212556807916,0.043718057949181516,0.3860549639133079,0.4444392956641644,0.2946648605780212,0.24704134195576216,0.2946648605780212,0.47330931749087524,0.030857495148160274,0.035952897105944515,0.045197163070782614,0.02325252583274126,0.033590152077002944,0.038909387506496584,0.272103053673587,0.8088425530710207,0.29849739884520404,0.035870276480202024
2015-08-03,0.0429280005891316,0.039845476509843714,0.04807497445575876,0.04014331520582998,0.013391190091143403,0.03524252727303728,0.03195386666218741,0.5126793732531615,0.501748218470501,0.04378589683871317,0.4112056768402959,0.4416557606667888,0.28546804822055505,0.21582196371412588,0.28546804822055505,0.4773283417092169,0.028768289502202116,0.03524252727303728,0.04594372978544567,0.01773213708145155,0.03274321022094773,0.038534394738622635,0.2689234590548345,0.8069102050036292,0.2697532112096145,0.036016714063305366
2015-08-04,0.04284563662688512,0.03961188367737095,0.04631558387396195,0.040961587024857526,0.026601200261336933,0.03463031599679173,0.031808656166606664,0.5134316731142881,0.5007480892386003,0.044080559627344945,0.401478265710281,0.4398395930168556,0.27985742903720806,0.2858534725902708,0.2798574290372081,0.45467096764225207,0.02687703186584367,0.03463031599679173,0.04668099399820544,0.016851852230967856,0.032046453166535815,0.03790360066340437,0.26260728904846253,0.8101941941580613,0.30482484388537734,0.03579046398517638
2015-08-05,0.04733683419820661,0.04276351152352148,0.04926752841131454,0.042084190621532735,0.011229998416889911,0.03437527302187282,0.03212100376568433,0.518908659636762,0.5011954069883613,0.04436932916020406,0.5306511058181076,0.5437844416937415,0.5857970482902115,0.3848133487855938,0.5857970482902115,0.4714742173634072,0.025804226490413584,0.03437527302187282,0.04728285167740873,0.017384447015776877,0.03169240733801393,0.037566682602993784,0.2652737318583931,0.8151714039488592,0.3414722064430745,0.035735252607376644
2015-08-06,0.050407089658189186,0.04661518839267548,0.05388400702417123,0.047345398314161624,0.025109997309553118,0.03471351391227734,0.03270694398577456,0.5265388473842314,0.5032910886272743,0.04465232330240601,0.6451630758877778,0.6036542178281095,0.7949423311507307,0.5579907372415664,0.7949423311507308,0.5116482636907251,0.026722584588144638,0.03471351391227734,0.047006415576263644,0.016150281184183407,0.03153366005017055,0.038116146743429946,0.27123583170007554,0.8205196945692405,0.4335642800074775,0.03612318686956334
2015-08-07,0.04791214078590317,0.04544804555132553,0.053518035813843956,0.04828079837450738,0.013495451436979559,0.035213000017256746,0.03299058042473152,0.5299488178389868,0.505744278028817,0.0449296575617639,0.5845405444612775,0.5418079231641153,0.6249868357797513,0.6753050185341991,0.6249868357797514,0.5230684379748555,0.026830375301194476,0.035213000017256746,0.04788949132369527,0.011861109009678739,0.03146716863295662,0.03899467719019922,0.26803148134177274,0.8162358106107621,0.5737384081174072,0.036129162415915905
2015-08-10,0.05026615040424881,0.04731545880464744,0.05465141455389444,0.0481637717220621,0.016251030435251716,0.03562177343092415,0.03347977907823435,0.5350846650748557,0.5088765538799017,0.045201445135934576,0.6197052443073835,0.5877296916840091,0.8629268906753316,0.7695053029753431,0.8629268906753318,0.5797478297810361,0.02755061494465405,0.03562177343092415,0.047958430520051526,0.011383408096457687,0.03185955210358099,0.03952688543050842,0.2718901144109339,0.8158713386563616,0.5272118147868223,0.03617280554314617
2015-08-11,0.05403513772812818,0.04976665759019,0.05293946817669831,0.04886535284001847,0.024984411327746554,0.03628405965354148,0.03429476182385871,0.5429939896176743,0.5131837773139125,0.04546779695862188,0.6405954474600606,0.6533392204532227,0.968171439225273,0.8283882840129123,0.968171439225273,0.5938493494398168,0.02894180900325738,0.03628405965354148,0.047838135160029355,0.021126816830656453,0.03264535298024618,0.039808921015448306,0.27782239520671936,0.8266244967849727,0.6038162001685939,0.03673544194280998
2015-08-12,0.06196045398988409,0.05926766514026621,0.06001187554772813,0.05179999592632023,0.039512847207484415,0.0370748126740032,0.03581514524181961,0.5573329354652541,0.5198953490358772,0.046034429136608185,0.7875452666711005,0.7596740371060258,0.919362438298338,0.9284506419716341,0.9193624382983381,0.6654766648846353,0.03239639487288365,0.0370748126740032,0.04583929339435991,0.03725064827686514,0.03364427359645622,0.04035057504745726,0.2872042974497172,0.8380954750675927,0.6083882271952978,0.038861589060409485
2015-08-13,0.05772196794776585,0.05840402263193928,0.05458070669863768,0.059621851799939174,0.015969926767475648,0.0376816683693576,0.03677196951337691,0.5638246862581708,0.5267431470508663,0.04741452058567139,0.6624474523209505,0.6593438788571132,0.7508944987213019,0.8903692751370027,0.750894498721302,0.6264500292970453,0.03403969749152874,0.0376816683693576,0.045347846984830104,0.06492739145906268,0.03474104142123452,0.04030767322507939,0.28341240943482593,0.8401160708407752,0.6274667351359003,0.039627475307155435
2015-08-14,0.06565897168679324,0.0625300522312921,0.06415619556005403,0.055880446137203776,0.02604789522322931,0.038549988082507314,0.038421840458594925,0.5768278336320708,0.5351829412002737,0.04871180654779081,0.7427427487946759,0.7503063775124105,0.9444730397669816,0.8823138598466183,0.9444730397669818,0.6853266135971859,0.03738368600794206,0.038549988082507314,0.04361785609210947,0.0760629283178629,0.0358597423506552,0.04077787432727181,0.2895972030878102,0.8483271236910159,0.6478241976495893,0.041464494981528655
2015-08-17,0.06349275466047632,0.05989803774885233,0.06626967653268112,0.061971900040699524,0.008784705362455564,0.039185427490192604,0.039700559461848195,0.5842180908353318,0.5436179581366772,0.050596019200745884,0.6857997475286899,0.7037851419258448,0.8681329476468792,0.8649002440858298,0.8681329476468794,0.6945345299944148,0.03948030391461704,0.039185427490192604,0.04271442128614214,0.07470236330161861,0.036554916794731274,0.041370603659002414,0.28751136891566564,0.8502579875407157,0.6394184318367527,0.042359732730709976
2015-08-18,0.07008545717894499,0.06609588427465757,0.0704021653336308,0.06393611612193162,0.021766639580518294,0.04026556033923734,0.04150885207475269,0.5962868853573862,0.5531147221715653,0.05232949484146457,0.7142376125228144,0.7699227711322056,0.9781641841168751,0.9421523683062195,0.9781641841168752,0.7166532576427663,0.04308597384159102,0.04026556033923734,0.04113551099707538,0.07901793724659281,0.03756084375474472,0.04222258153477776,0.29267962428411975,0.8581612691146183,0.7081146112933201,0.04449091014820622
2015-08-19,0.06922830655970175,0.0664401667387366,0.07416853775716137,0.06897521569866488,0.01919069622710869,0.04150244331945657,0.043060240205234135,0.6040924020050683,0.5624898931946036,0.054675872377409535,0.680362101564127,0.7514413065315716,0.9377062387931288,0.9398522386232974,0.937706238793129,0.7109785841202908,0.04600992801408499,0.04150244331945657,0.04057387934445458,0.07176890461576152,0.03862885917499559,0.04352336278908736,0.28812299906720307,0.8557313477130785,0.7222910704731914,0.046978982480004816
2015-08-20,0.06373926044953554,0.06552387257208703,0.06827680366127198,0.06839059778603596,0.026676211201283967,0.042695398521208905,0.043921561525025965,0.6036246275183869,0.5698834911747812,0.05725084502056613,0.608916501958081,0.6405727114873192,0.7589819018153614,0.9027502813750822,0.7589819018153615,0.6677981199685203,0.047328307115585666,0.042695398521208905,0.041585567264319306,0.07887767857516978,0.03991394189376779,0.04461865699730655,0.2817890185167809,0.8475180720958171,0.7109755217088547,0.04895753489399002
2015-08-21,0.062482942833687105,0.06376140201853664,0.06628143933865605,0.06453232978152956,0.040152086667862574,0.04372437859334949,0.0445767285649909,0.6011069650620829,0.5752249547172742,0.05951682094654395,0.5748767577362827,0.6170116199154932,0.7180759723661375,0.8143426839981803,0.7180759723661376,0.6200140498459865,0.048320080022580425,0.04372437859334949,0.04260858672599696,0.08607106101726308,0.04129755806367169,0.04542235215163948,0.27225533571249777,0.8384066288286967,0.6522434215064052,0.05048453245416512
2015-08-24,0.05103535189511582,0.05385196473933329,0.05612747054137179,0.055997432435972216,0.05328143112243641,0.04421540814598818,0.0440384813381004,0.5863536408402938,0.5761379550680286,0.07613397773704786,0.45981807588803075,0.4395629694678592,0.27649602870183576,0.5895881453677613,0.27649602870183587,0.5056027059030299,0.04813500452670888,0.04421540814598818,0.043777761260121534,0.10336494674228136,0.042219911482663075,0.0457335344847592,0.2596042307305456,0.8177092946197101,0.528563765089289,0.05096853294609133
